artist,link,song,text
Cinderella,/c/cinderella/freewheelin_20031428.html,Freewheelin',"You say I get around but  
I'm gonna hit the ground  
I don't hear a word you're sayin'  
Going out of my head and  
The world's turnin' red  
Don't think I'll be stayin'  
You got your fancy pants now  
Wear 'em to the dance  
All I got is what I'm playin'  
But the trouble with you is there ain't just a few  
Don't take the ride unless you're payin'  
  
Like a hot burnin' fire  
Blazin' out of control  
I couldn't get much higher, I'm  
  
Freewheelin  
Nothin' gets in my way  
When I'm freewheelin  
I'm free yea  
  
Take a look around cause it's all fallin' down  
Fallin' from the dream that we created  
I'm lookin' up at the sky and I'm wondering why  
Why it's all deflated  
You got a million and one ways to have fun  
Everything I've done is over-rated  
So take a step back cause I don't need the flack  
I can see your promises a fadin'  
  
Like a hot burnin' fire  
Blazin' out of control  
I couldn't get much higher, I'm  
  
Freewheelin  
Nothin' gets in my way  
When I'm freewheelin  
I'm free yea  
  
Like a hot burnin' fire  
Blazin' out of control  
I couldn't get much higher, I'm  
  
Freewheelin  
Nothin' gets in my way  
When I'm freewheelin  
I'm free yea  
  
Freewheelin  
Nothing get in my way  
When I'm freewheelin  
I'm free yea  
  
Freewheelin  
When I'm freewheelin  
I'm free yea

"
Cinderella,/c/cinderella/hell+on+wheels_20031400.html,Hell On Wheels,"We hang tough  
When the chips are low  
Can't buy enough  
So we steal the show  
We get so hot  
We can't cool down  
So the hell with that  
We're rippin' through your town  
  
We've had enough of the raw deals  
Hit the road and tell ya how it feels  
  
Like hell on wheels  
Like hell on wheels  
Like hell on wheels  
Like hell on wheels  
  
We live fast  
But we love it so  
Can't see the past  
But it's gone we know  
We get so hot  
We can't cool down  
So the hell with that  
We're burnin' through your town  
  
We've had enough of the raw deals  
Hit the road and tell ya how it feels  
  
Like hell on wheels  
Like hell on wheels  
Like hell on wheels  
Like hell on wheels  
Run like hell  
  
Hell on wheels  
Like hell on wheels  
Like hell on wheels  
Like hell on wheels  
Like hell on wheels  
Like hell on wheels  
Like hell on wheels  
Like hell on wheels

"
Cinderella,/c/cinderella/hot+bothered_20031430.html,Hot And Bothered,"You got me jumpin' right out of my skin  
You keep it up and I'll be comin' on in  
You start a feelin' you're the cream of the crop  
You gonna break my heart or just make it stop  
You told me that you'd always love me true  
But then I heard you told another guy too  
Take a cold shower but the water boils hot  
The way you twist and shake it girl  
You tie me in a knot  
And get me hot  
  
Ooo hot and bothered  
So hot and bothered  
You get me  
Hot and bothered  
Come on now  
  
Now listen  
I pick you up at eight by ten we do the town  
Empty my pockets just a tryin' to get you down  
Throw in the towel I think your games are such a bore  
Just when I think I've lost you pull me to the floor  
And get me hot  
  
Ooo hot and bothered  
So hot and bothered  
You get me  
Hot and bothered  
So hot and bothered  
  
Ooo you get me hot  
Hot and bothered  
So hot and bothered  
Baby baby baby get me hot  
  
Ooo hot and bothered  
So hot and bothered You get me  
Hot and bothered  
Hot and bothered  
So hot and bothered  
You get me  
Hot and bothered  
Hot and bothered  
So hot and bothered  
Hot and bothered  
You get me  
Hot and bothered  
So hot and bothered  
Ooo hot and bothered  
Hot and bothered

"
Coldplay,/c/coldplay/such+a+rush_20032650.html,Such A Rush,"Such a rush to do nothing at all  
Such a fuss to do nothing at all  
Such a rush to do nothing at all  
Such a rush to get nowhere at all  
Such a fuss to do nothing at all  
Such a rush.  
And it's just like you said,  
It's just like you said.  
Such a rush to do nothing at all.  
Such a fuss to get nowhere at all.  
Such a rush X2  
And it's just like you said.  
It's just like you said.  
So slow down please,  
Just slow down,  
So slow down please,  
Just slow down.  
Such a rush x15  
Look at all the people going after money.  
Far to many people looking for their money.  
Everybody's out there, trying to get money.  
Why can't you just tell me,  
Try to get money, rush.  
Such a rush.  
They all rush.  
Such a rush x7

"
Def Leppard,/d/def+leppard/run+riot_20038919.html,Run Riot,"Living by the law is a bloody necessary bore  
Everybody are you gettin' what you're lookin' for  
Livin' by the rule is somethin' that you gotta do  
But does it matter if we break a rule or two  
  
Get up, break out, don't be the odd one out  
  
Livin' on the edge, I'm a tryin' to keep a level head  
Every morning it's a bummer gettin' out of bed  
Same old story does a nothin' ever ever change  
Yeah, they lock me up and then they let me out again  
  
Get up, break out, don't be the odd one out  
Come on, it's alright, we're hot tonight  
  
You better run, run riot  
You gotta run, run riot  
You know the time has come  
Run, run riot, I mean everyone  
Run, yeah, run riot  
Oh, gotta run riot babe  
  
Goin' through the motions desperation guaranteed  
Whoa, get f-f-frustrated easily  
Pedal to the metal senses working overtime  
Hey, gonna fight to the finish baby  
Draw the line  
  
Get up, break out, don't be the odd one out  
C'mon, it's alright we're hot tonight  
Run, run riot  
You gotta run, run riot  
You know the time has come  
Run, run riot, I mean everyone  
Run, yeah, run riot  
Speak to me  
  
They lock me up, they let me out but I'm up and runnin'  
I scream and shout  
  
Get up, break out, don't be the odd one out  
Come on, it's alright we're hot tonight  
You better run, run riot  
You gotta run, run riot  
You know the time has come  
Run, run riot, come on, run with me  
Run, run riot  
Run, run riot  
I'll take you from your misery  
Come on, stick with me

"
Erasure,/e/erasure/too+darn+hot_20050869.html,Too Darn Hot,"It's too darn hot  
It's too darn hot  
I like to sup with my baby tonight  
Refill the cup with my baby tonight  
I like to sup with my baby tonight  
Refill the cup with my baby tonight  
But I ain't up to my baby tonight  
'Cause it's too darn hot  
  
It's too darn hot  
It's just too darn hot  
I like to coo with my baby tonight  
And pitch the woo with my baby tonight  
I like to coo with my baby tonight  
And pitch the woo with my baby tonight  
But brother you fight my baby tonight  
'Cause it's too darn hot  
  
According to the Kinsey report  
Every average man you know  
Much prefers his lovey dovey to court  
When the temperature is low  
But when the thermometer goes way up  
And the weather is sizzling hot  
Mr. Pants for romance is not!  
Because it's too darn hot (too hot!)  
It's too darn hot  
It's too darn hot  
  
Oh, it's too darn hot  
It's too darn hot  
I like to coo with my baby tonight  
And pitch the woo with my baby tonight  
I like to coo with my baby tonight  
And pitch the woo with my baby tonight  
But brother you fight my baby tonight  
'Cause it's too darn hot  
  
Mr. Gob for his squab  
A marine for his queen  
A g.i. for his cutie-pie is not  
Oh it's too darn hot  
It's too darn hot  
It's too darn hot!  
I gotta get the heat down  
Gotta get the heat down

"
Etta James,/e/etta+james/all+the+way+down_21014829.html,All The Way Down,"Out on the street  
The summer heat  
Boys playing games  
Changing their names  
Pulling tricks  
Getting their kicks  
All the way down  
Let it ride  
  
Meeting the stars  
In funky bars  
Shiny new cars  
And back door lies  
Trying to hike  
Or any other type of ride  
All the way down  
Let it ride  
  
Trying everything now  
Gotta check it out  
Trying everything now  
Gotta check it out  
Hey girl!  
You want a blow?  
Why not?  
I got no where to go  
  
Benny the albino  
Says don't be a whino  
Try these here flakes  
They got what it takes  
To make you a star  
And change who you are  
All the way down  
Let it ride  
  
Tell me were you satisfied?  
Did you mix it?  
Did you like it?  
Oh! tell me was it good to you  
I wanna know did you make enough money?  
Did you make enough money to go down in style?  
Or did you find yourself just dying  
Dying, dying, dying, after a while?  
  
Got to get off!  
Got to get off!  
I got to, got to, got to, got to, got to get off!  
Please help me, help me!  
To git off now, now!  
Before I freeze, and before I can come up off my knees  
And lose my key to freedom  
And I go, all the way down, all the way down

"
Fiona Apple,/f/fiona+apple/hot+knife_21013394.html,Hot Knife,"If I'm butter, if I'm butter  
If I'm butter, then he's a hot knife  
He makes my heart a cinema scope  
He's showing the dancing bird of paradise  
  
If I'm butter, if I'm butter  
If I'm butter, then he's a hot knife  
He makes my heart a cinema scope  
He's showing the dancing bird of paradise  
  
He excites me  
Must be like a genesis of rhythm  
I get feisty  
Whenever I'm with him  
  
If I'm butter, if I'm butter  
If I'm butter, then he's a hot knife  
He makes my heart a cinema scope  
He's showing the dancing bird of paradise  
  
(I'm a hot knife, I'm a hot knife)  
(I'm a hot knife, he's a pad of butter)  
(If I get a chance, I'm gonna show him that)  
(He's never gonna need another, never need another)  
  
If I'm butter, if I'm butter  
If I'm butter, then he's a hot knife  
He makes my heart a cinema scope  
He's showing the dancing bird of paradise  
  
If I'm butter, if I'm butter  
If I'm butter, then he's a hot knife  
He makes my heart a cinema scope  
He's showing the dancing bird of paradise  
  
He excites me  
Must be like a genesis of rhythm  
I get feisty  
Whenever I'm with him  
  
I'm a hot knife, I'm a hot knife  
I'm a hot knife, he's a pad of butter  
If I get a chance, I'm gonna show him that  
He's never gonna need another, never need another  
  
If I'm butter, if I'm butter  
If I'm butter, then he's a hot knife  
He makes my heart a cinema scope  
He's showing the dancing bird of paradise  
  
I'm a hot knife, I'm a hot knife  
I'm a hot knife, he's a pad of butter  
If I get a chance, I'm gonna show him that  
He's never gonna need another, never need another  
  
I'm a hot knife, I'm a hot knife  
I'm a hot knife, he's a pad of butter  
If I get a chance, I'm gonna show him that  
He's never gonna need another, never need another  
  
He excites me  
Must be like the genesis of rhythm  
I get feisty  
Whenever I'm with him  
  
(I'm a hot knife, I'm a hot knife)  
(I'm a hot knife, he's a pad of butter)  
(If I get a chance, I'm gonna show him that)  
(He's never gonna need another, never need another)  
  
If I'm butter, if I'm butter  
If I'm butter, then he's a hot knife  
He makes my heart a cinema scope  
He's showing the dancing bird of paradise  
  
If I'm butter, if I'm butter  
If I'm butter, then he's a hot knife  
He makes my heart a cinema scope  
He's showing the dancing bird of paradise  
  
If I'm butter, if I'm butter  
If I'm butter, then he's a hot knife  
He makes my heart a cinema scope  
He's showing the dancing bird of paradise  
  
(I'm a hot knife, I'm a hot knife)  
(I'm a hot knife, he's a pad of butter)  
(If I get a chance, I'm gonna show him that)  
(He's never gonna need another, never need another)  
  
If I'm butter, if I'm butter  
If I'm butter, then he's a hot knife  
He makes my heart a cinema scope  
He's showing the dancing bird of paradise  
  
(I'm a hot knife, I'm a hot knife)  
(I'm a hot knife, he's a pad of butter)  
(If I get a chance, I'm gonna show him that)  
(He's never gonna need another, never need another)  
  
(I'm a hot knife, I'm a hot knife)  
(I'm a hot knife, he's a pad of butter)  
(If I get a chance, I'm gonna show him that  
(He's never gonna need another, never need another)

"
Flo-Rida,/f/flo+rida/shakin+my+head_21030377.html,Shakin' My Head,"She got me going damn damn oh yeah  
  
Looking so god damn good  
Girl I know you got something to say  
Say  
You've been lookin for the right dude  
Now you want anything that comes your way  
Way  
Never have another dude  
Admire your smile  
Admire your looks  
Admire your place  
Look around you  
They be shakin your head  
Along when it's over  
  
They say by the end of the song  
Ooh Ooh  
I'm lookin for you to take home  
Ooh Ooh  
I swear that girl I talked to earlier  
I aint tryin to worry her  
But I aint found another one better  
  
I'm shakin my head  
Hey Hey  
And all these fly girls  
It's like  
Hey Hey Hey  
And they gonna need someone  
So hot hot hot  
Tight jeans and bodies like  
Hey Hey Oh Yeah  
Got me shakin my head  
  
Hey Hey  
And all these fly girls  
It's like  
Hey Hey Hey  
And they gonna need someone  
So hot hot hot  
With tight jeans and bodies like  
Hey Hey Oh Yeah  
Got me shakin my head  
  
I need to rock out  
I don't see cops out  
No stoppin me Uh  
And I'm shakin my head  
While I'm catchin that girl  
That had too much to drink Yeah  
And I love them chicks  
To talk a lot of shit  
Got the hands in the air  
And the mouth wide open  
She's so right  
Booty lookin so tight  
While I'm shakin my head  
She rockin that shit like  
  
They say by the end of the song  
Ooh Ooh  
I'm lookin for you to take home  
  
Ooh Ooh  
I swear that girl I talked to earlier  
I aint tryin to worry her  
But I aint found another one better  
  
I'm shakin my head  
Hey Hey  
And all these fly girls  
It's like  
Hey Hey Hey  
And they gonna need someone  
So hot hot hot  
Tight jeans and bodies like  
Hey Hey Oh Yeah  
Got me shakin my head  
  
Hey Hey  
And all these fly girls  
It's like  
Hey Hey Hey  
And they gonna need someone  
So hot hot hot  
With tight jeans and bodies like  
Hey Hey Oh Yeah  
Got me shakin my head  
  
Hey shawty said you really got it going on  
With a body like that  
I can really get a touch  
How you movin  
You can do no wrong  
Say lil momma that bad  
Takin off my Gucci hat  
So we're shaking and droppin to the song  
Got swag, but the stacks imma throw a holla back  
Here we're grooving gonna catch a heart attack  
Matter of fact  
  
I'm shakin my head  
Hey Hey  
And all these fly girls  
It's like  
Hey Hey Hey  
And they gonna need someone  
So hot hot hot  
Tight jeans and bodies like  
Hey Hey Oh Yeah  
Got me shakin my head  
  
Hey Hey  
And all these fly girls  
It's like  
Hey Hey Hey  
And they gonna need someone  
So hot hot hot  
Tight jeans and bodies like  
Hey Hey Oh Yeah  
Got me shakin my head  
  
Yeah so hot lil momma, oh fuck  
You can't put her out like this (x3)  
  
This like this like this this - this - this - this  
Shakin my head!

"
Foo Fighters,/f/foo+fighters/how+do+you+do_20054732.html,How Do You Do?,"We sat and watched a new day melt 'til dawn  
Had my share of memories, now it's time to move on  
Another lonley lesson never turned out wrong  
These things I've done without you - should have never been done  
Call on me and I'll shout down...  
  
How do you do when I'm not around?  
  
I've never felt this wrong and now I know  
This love was burnin' thru me though it never did show  
Let's spend 2 lives together kissing the stars below  
We're hot inside each other - never let you go  
Call on me and I'll shout down...  
  
Call on me and I'll shout down...

"
George Harrison,/g/george+harrison/inside+out_20059185.html,Inside Out,"Look out your window  
That grass aint green  
Its kinda yellow  
See what I mean?  
Look up your chimney  
The sky aint blue  
Its kinda yellow  
You know its true  
(its so hard to figure what its all about)  
  
When your outsides in (inside out)  
And your downsides up (upside down)  
Yeah, your upsides right (rightside up)  
Yeah, dont it make you wanna twist and shout  
When youre inside out  
  
Look down your drain pipe  
What color do you see?  
Its got to be yellow  
Dont try to fool me  
(and dont it make you wanna twist and shout)  
  
When your outsides in (inside out)  
And your downsides up (upside down)  
Yeah, your upsides right (rightside up)  
Yeah, dont it make you wanna twist and shout  
When youre inside out  
  
Be careful where youre walking  
You might step in something rough  
Be careful where youre talking  
And saying all that stuff  
Take care when you are breathing  
Somethings funny in the air  
And somethings Im not saying  
bout whats happening out there  
Its inside out  
  
Look into the future  
With your mystic crystal ball  
See if it aint yellow  
See if its there at all  
(aint no shadow or a doubt)  
(dont it make you wanna twist and shout)  
  
When your outsides in (inside out)  
And your downsides up (upside down)  
Yeah, your upsides right (rightside up)  
Yeah, dont it make you wanna twist and shout  
When youre inside out  
(inside out)  
(right side up)  
Yeah, dont it make you wanna twist and shout  
When youre inside out  
Inside out  
Inside out

"
