artist,link,song,text
Children,/c/children/alouette+english+translation_20590525.html,Alouette (english Translation),"Lark, nice Alouette Lark I will pluck you Alouette,  
Nice Alouette Lark  
I will pluck you  
I will pluck you the head  
I will pluck you the head  
And the head, and the head Alouette,  
Alouette O-o-o-o-oh Alouette,  
Nice Alouette Lark I will pluck you Lark,  
Nice Alouette Lark I will pluck you Alouette,  
Nice Alouette Lark I will pluck you  
I will pluck you the nose  
I will pluck you the nose  
And the nose, and the nose Alouette,  
Alouette O-o-o-o-oh Alouette,  
Nice Alouette Lark I will pluck you Lark,  
Nice Alouette Lark I will pluck you Alouette,  
Nice Alouette Lark I will pluck you  
I will pluck you the eyes  
I will pluck you the eyes  
And the eyes, and the eyes Alouette,  
Alouette O-o-o-o-oh Alouette,  
Nice Alouette Lark I will pluck you Lark,  
Nice Alouette Lark I will pluck you Alouette,  
Nice Alouette Lark I will pluck you  
I will pluck you the neck  
I will pluck you the neck  
And the neck, and the neck Alouette,  
Alouette O-o-o-o-oh Alouette,  
Nice Alouette Lark I will pluck you Lark,  
Nice Alouette Lark I will pluck you Alouette,  
Nice Alouette Lark I will pluck you  
I will pluck you the wings  
I will pluck you the wings  
And the wings, and the wings Alouette,  
Alouette O-o-o-o-oh Alouette,  
Nice Alouette Lark I will pluck you Lark,  
Nice Alouette Lark I will pluck you  
Alouette, nice Alouette Lark  
I will pluck you  
I will pluck you the back  
I will pluck you the back  
And the back, and the back Alouette,  
Alouette O-o-o-o-oh Alouette,  
Nice Alouette Lark  
I will pluck you Lark,  
Nice Alouette Lark  
I will pluck you Alouette,  
Nice Alouette Lark  
I will pluck you  
I will pluck you the legs  
I will pluck you the legs  
And the legs, and the legs Alouette,  
Alouette O-o-o-o-oh Alouette,  
Nice Alouette Lark  
I will pluck you Lark,  
Nice Alouette Lark  
I will pluck you Alouette,  
Nice Alouette Lark I will pluck you  
I will pluck you the tail  
I will pluck you the tail  
And the tail, and the tail Alouette,  
Alouette O-o-o-o-oh Alouette,  
Nice Alouette Lark I will pluck you

"
Dave Matthews Band,/d/dave+matthews+band/old+woman+on+a+train_20639113.html,Old Woman On A Train,"Caught the train from Warrabrook  
All the way into Hornsby.  
But somehow we got stuck  
Next to a fat spastic old lady.  
  
She had a stereo  
And a granny pram.  
A big fat ugly gut  
And a pink bum-bag.  
  
Yeah - Yeah!  
  
All stations to Central.  
She's been herer since New Castle.  
And the Knights are gunna win the comp'  
  
Yeah. Yeah.  
Old Woman on a train.  
  
She had some Choc-Wheaton's  
Some plastic tupperware.  
She hated all Asians  
Cause ""they're not from round here""  
  
Yeah - Yeah!  
  
All stations to Central.  
She's been herer since New Castle.  
And the Knights are gunna win the comp'  
  
Yeah. Yeah.  
Old Woman on a train.  
  
All stations to Central.  
She's been herer since New Castle.  
And the Knights are gunna win the comp'  
  
Yeah. Yeah.  
Old Woman on a train.  
Yeah. Yeah. Yeah.  
Old Woman on a train.  
Yeah. Yeah.  
Old Woman on a train.  
Yeah. Yeah. Yeah.  
Old Woman on a train.

"
Frank Zappa,/f/frank+zappa/frogs+with+dirty+little+lips_20056880.html,Frogs With Dirty Little Lips,"Frank zappa (lead vocals)  
Ray white (background vocals)  
Bobby martin (background vocals)  
Roy estrada (background vocals)  
Bob harris (background vocals)  
Steve vai (guitar)  
Tommy mars (keyboards)  
Ed mann (percussion)  
Arthur barrow (bass)  
Chad wackerman (drums)  
Frogs with dirty little lips  
Dirty little warts on their finger-tips  
Dirty 'n green  
Tiny 'n mean  
Floppin' around  
By the edge of the stream  
Frogs with dirty little eyes  
Dirty little tongues all covered with flies  
Dirty brown  
Floppin' around  
Puffed up 'n bloated  
When the sun goes down  
Frogs with dirty little nose  
Dirty little spots all over their clothes  
Dirty legs  
Dirty feet  
Dirty little frogs is what you eat  

"
Great Big Sea,/g/great+big+sea/donkey+riding_10138588.html,Donkey Riding,"Way hey and a way we go donkey riding donkey riding,  
Way hey and away we go riding on a donkey.  
  
Was you ever in Quebec launching timber on the deck ,where ya  
Break a bleeding neck riding on a donkey.  
  
Way hey and a way we go donkey riding donkey riding,  
Way hey and away we go riding on a donkey.  
  
Was you ever round Cape Horn where the weathers never warm,  
Wish to god you'd never been born riding on a donkey.  
  
Way hey and away we go donkey riding donkey riding,  
Way hey and away we go riding on a donkey.  
  
Was you ever in Miramichi where they you tie up to a tree,  
Have a girl sit on your knee riding on a donkey.  
  
Way hey and a way we go donkey riding donkey riding,  
Way hey and away we go riding on a donkey.  
  
Was you ever in Fortune Bay hear the girls all shout hurray,here  
Comes dad with dead months pay riding on a donkey.  
  
Way hey and a way we go donkey riding donkey riding,  
Way hey and away we go riding on a donkey.  
  
Was you ever in Fredericton seeing the king he does come down,  
See the king in his golden crown riding on a donkey.  
  
Way hey and a way we go donkey riding donkey riding,  
Way hey and away we go riding on a donkey.  
  
Way hey and a way we go donkey riding donkey riding,  
Way hey and away we go riding on a donkey.

"
Helloween,/h/helloween/dont+spit+on+my+mind_20065123.html,Don't Spit On My Mind,"Every lie will win a prize  
Love sold by a whore  
Calculated sacrifice  
Death without a war  
Aftermath and alibis  
Straw-doll-chess to please the poor  
  
Don't tell me of any wonders shitting gold  
Don't tell me of a hard way we have to go through  
Still we pay your warmth out of the cold  
Do you really think we're that blind?  
Don't spit on my mind  
Don't spit on my mind  
Don't spit on my mind  
  
Any form of government  
Has a black sheep part  
But the brave will never know  
What the black sheeps start  
In the name of country-love  
they enrich themselves apart  
  
Don't tell me of any wonders shitting gold  
Don't tell me of a hard way we have to go through  
Still we pay your warmth out of the cold  
Do you really think we're that blind?  
Don't spit on my mind  
Don't spit on my mind  
Don't spit on my mind  
  
We are the people, we are the masses you are for  
We give the power and our desire must be your law  
Don't think I'm standing here all alone, one of a kind  
Don't think because you're still there  
Means that we are all blind  
Don't spit on my mind  
Don't spit on my mind  
Don't spit on my mind

"
Ingrid Michaelson,/i/ingrid+michaelson/starting+now_20543927.html,Starting Now,"I want to crawl back inside my mother's womb  
I want to shut out all the lights in this room  
I want to start fresh, like a baby in a sink  
Scrub away all these thoughts that I think of you  
  
So life moves slowly when you're waiting for it to boil,  
Feel like I watch from six feet under the soil  
Still, want to hold you and kiss behind your ears,  
But I recount the countless tears that I lost for you  
  
But before you finally go there's one thing you should know, that I promise...  
  
[Chorus]  
Starting now, I'll never know your name  
Starting now, I'll never feel the same  
Starting now, I wish you never came into my world  
  
I want to crawl back inside my bed of sin  
I want to burn the sheets that smell like your skin  
Instead I'll wash them just like kitchen rags with stains  
Spinning away every piece that remains of you  
  
But before you finally go there's one thing you should know, that I promise...  
  
[Chorus]  
Starting now, I'll never know your name  
Starting now, I'll never feel the same  
Starting now, I wish you never came into my world  
  
It's my world, it's not ours anymore  
It's my world, it's not ours anymore  
  
[Chorus]  
Starting now, I'll never know your name  
Starting now, I'll never feel the same  
Starting now, I wish you never came into my world

"
Lou Reed,/l/lou+reed/spit+it+out_20085201.html,Spit It Out,"If there's rage inside you so you cannot think  
Spit it out  
If you get so angry that you cannot speak  
Spit it out  
Talk to him, or her, or it  
And tell them where they can put it  
Spit it out, spit it out  
You got to talk to him, or her, or it  
And take aim with your mouth and spit  
Spit it out, spit it out  
  
If you get worked over at your job  
Spit it out  
If a taxi almost runs you down  
Spit it out  
You got to take aim with your mouth and speak  
And give it to them right between the teeth  
Spit it out, spit it out  
Talk to him, or her, or it  
And take aim with your mouth and spit  
Spit it out, spit it out  
  
If you're patient and you have the time  
Spit it out  
Wait till they're on the decline  
Spit it out  
The Chinese say you meet the hard with the soft  
The Yin with the Yang  
The down with the up, oh  
Spit it out, spit it out  
You got to grab that dumb he, she, or it  
And give it to them right between the teeth  
Spit it out, spit it out  
  
Spit it out, babe, spit it out  
Hey

"
Louis Armstrong,/l/louis+armstrong/got+a+bran+new+suit_20821598.html,Got A Bran' New Suit,"Got a bran' new suit  
Got a bran' new tie  
Got a bran' new twinkle in my eye  
Do you know the reason why?  
  
Got a bran' new girl  
An' I won't dispute  
She's the reason why I got a bran' new tie  
An' a bran' new suit  
  
When I'm with her  
Gotta look my best  
Put on my tan shoes  
Gray spats, double breasted vest  
  
Gonna wear my stickpin, a Tecla Pearl  
With a bran' new tie  
An' a bran' new suit  
A bran' new girl

"
Metallica,/m/metallica/bad+seed_20092112.html,Bad Seed,"Yeah yeah  
Yeah yeah  
Oh  
Bad  
Yeah  
Yeah yeah  
Come clean  
Fix up  
Tell all  
Spill guts  
Off the veil  
Stand revealed  
Show the card  
Bring it on  
Break the seal  
Ladies and gentlemen  
Step right up and see the man who taught the truth  
Swing the noose again  
Pierce the apple skin  
You bit more than you need  
Now you're choking on the bad seed  
On the bad seed  
Ah choking  
Yeah  
Let it on  
Load up  
Confess  
Care so  
At the mercy  
Cat is out  
Drop through the sky  
Spit it up  
Spit it out  
And now what you've all been waiting for  
I give you he who suffers the truth  
Swing the noose again  
Pierce the apple skin  
Yeah, you bit more than you need  
Now you're choking on the bad seed  
Choking on the bad seed  
Yeah  
Off the veil  
Stand revealed  
Bring it on  
Break the seal  
At the mercy  
Cat is out  
Spit it up  
Spit it out  
Spit it up  
Spit it out  
Spit it out now  
At the mercy  
Swing the noose again  
Pierce the apple skin  
You bit more than you need  
Choking on the seed  
Swing the noose again  
Pierce the apple skin  
Yeah, you bit more than you need  
Now you're choking on the  
Choking, choking, choking on the bad seed  
Yeah  
Off the veil  
Stand revealed  
Bring it on  
Break the seal  
At the mercy  
Cat is out  
Spit it up  
Spit it out  
Spit it out  
Spit it out  
Spit it out now  
Yeah  
Choking on the bad, bad, bad, bad, bad, bad seed

"
Metallica,/m/metallica/cheat+on+me_20982891.html,Cheat On Me,"Why do you cheat on me  
Why do I cheat on thee  
Why do I cheat on me  
Why do I cheat on me  
  
I have a passionate heart  
It can tear us apart  
I have the loves of many men  
But I don't love any of them  
  
Why do I cheat on me  
Why do I cheat on me  
Why do I cheat on thee  
Why do I cheat on me why  
Why do I cheat on me  
  
Why do I cheat on me  
  
You have your feelings  
I have mine  
I spit upon you and change my mind  
I have many hearts to break  
And many, many, many more to take  
  
Let the light of stars pour out  
Like a candle in a spout  
Let the wick recede and break  
Let the starlight radiate  
  
Why do you cheat on me  
Why do I cheat on me  
Why do I cheat on thee  
Why do I desecrate me  
Why do I cheat on me  
Why do I cheat on me  
  
Why do I cheat on me  
Why do I cheat on me  
Why do I piss my dreams  
That's because that's what it is  
I have the drive  
I got the scope  
If I, if I, if I, could I give you a rope  
  
Your love means zero to me  
I'm a passionateless wave upon the sea  
Passionateless wave upon the sea  
Why, why, why  
Do you cheat on me  
Why, why, why  
Why do I cheat on me  
Oh why, do I cheat on me  
Why do I cheat on me  
Why do I cheat on me  
Why do I cheat on me  
Why do I cheat on myself  
Well I got nobody else  
  
Why do you cheat on me  
Why do I cheat, cheat, cheat, cheat, cheat on me  
Why do I cheat on myself  
Well, well, well I really have nobody else  
Why do you cheat  
Why do you cheat on me  
Why do you cheat  
Why do you cheat on me  
  
Why do I cheat on me  
Why do I cheat on me  
Why do I cheat on me  
Why do I cheat on myself  
Well I got nobody else  
  
Why do I cheat on me  
Why do you cheat on me  
Your love means zero to me  
A passionateless wave  
Your love means zero to me

"
Misfits,/m/misfits/ghouls+night+out_20094096.html,Ghouls Night Out,"This is the ghoul's night out  
Suffer unto me  
Devils born in angels' arms  
Ghouls in heaven's fall  
  
This is the ghoul's night out  
All ghouls go to hell  
Humans held on eating flesh  
It's my destiny  
  
Ghouls, ghouls, ghouls night out  
Ghouls, ghouls, ghouls night out  
Ghouls, ghouls, ghouls night out  
Ghouls, ghouls, ghouls night out  
Ghouls, ghouls  
Ghouls, ghouls, destiny  
  
Hell is where you want to be  
I feel the hell on you and me  
I feel it every day  
Hell is where you want to be  
I feel the hell on you and me  
It never goes away  
  
Ghouls, ghouls, ghouls night out  
Ghouls, ghouls, ghouls night out  
Ghouls, ghouls, ghouls night out  
Ghouls, ghouls, ghouls night out  
Ghouls, ghouls  
Ghouls, ghouls, destiny  
  
This is the ghouls night out  
Suffer unto me  
Devils born in angels arms  
Ghouls in heaven fall  
  
This is the ghouls night out  
All ghouls go to hell  
Humans held on eating flesh  
It's my destiny  
  
To eat meat, to eat flesh  
It's my destiny  
To eat meat, to eat flesh  
It's my destiny  
To eat meat, to eat flesh  
It's my destiny  
To eat meat, to eat flesh  
It's my destiny  

"
Nick Cave,/n/nick+cave/the+moon+is+in+the+gutter_20591199.html,The Moon Is In The Gutter,"The moon is in the gutter  
And the stars wash down the sink  
I am the king of the blues  
I scape the clay off my shoes  
And wade down the gutter and the moon  
The moon blinds my eye with opal cataracts  
As I cut through the saw-mills and the stacks,  
Leaping over the gully where I would one day take Lucy  
Then wash up my hands in the gully and the moon.  
Such a long way from home, just me and  
The moon is in the gutter  
All my plans are flushed down the drain  
I wander lonely as a cloud  
Over memories at her mound  
Then lie down in the bitter gutter moon.

"
Nina Simone,/n/nina+simone/go+to+hell_20209519.html,Go To Hell,"Now if your mind lies in the Devil's workshop  
And evil-doin's your thrill  
And trouble and mischief is all you live for  
You know darn well  
That you'll go to Hell  
  
So you're living high and mighty  
Rich off the fat of the land  
Just don't dispose of your natural soul  
'Cause you know darn well  
That you'll go to Hell  
  
I say Hell  
Where your natural soul burns  
Hell  
Where you pay for your sins  
Hell  
Keep your children from wrong-doing  
'Cause you know darn well  
That they'll go to Hell.  
  
I say Hell  
Man, woman were created  
Hell  
To live for eternity  
Hell  
With an apple they ate from the tree of hate  
So you know darn well  
That they went to Hell.  
  
Now Satan was an angel in Heaven  
But he stirred up trouble and woe  
So the Lord commanded that the Devil be branded  
So you know darn well  
He went to Hell  
Yeah, he went to Hell  
Yeah, he went to Hell  
He went to Hell.

"
NOFX,/n/nofx/party+enema_20298715.html,Party Enema,"Hangin' out in long beach.  
A lil' party in the sun, but ya just can't sit there smoking and drinking
anymore.  
You got a new jive. All your friends are getting weird. Ahhh!  
It goes, ""you ain't a shakin till the shit shot.  
  
Shoot it up.  
No one jammin' til the gin juice jigger jets.  
They say it ain't a party til the party enema, the party enema.  
You get a funnel tube, pour in a 40 oz.  
  
Pull down your clothes, touch your toes.  
Get a hose, hold your nose.  
It's a party hat. Forget the beer bong.  
Forget the nitrous shots.  
  
It goes ""you ain't a shakin' 'til the shit shot.  
Shoot it up.  
No one jammin' til the gin juice jigger jets.  
They say it ain't a party 'til the party enema, the party enema.  
  
The party enema, the party enema.  
The party enema, the party enema...

"
Oasis,/o/oasis/let+forever+be_20102430.html,Let Forever Be,"And how does it feel like to wake up in ther sun?  
And how does it feel like to shine on everyone?  
How does it feel like to let forever be?  
And how does it feel like to spend a little lifetime sitting in the gutter?  
Scream my symphony  
(screen my sin for me)?  
How does it feel like to sail in on the breeze?  
And how does it feel like to spend a little lifetime sitting in the gutter?  
Scream my symphony  
(screen my sin for me)?  
  
How does it feel like to make it happening?  
And how does it feel like to be with everything?  
And how does it feel like to let forever be?  
And how does it feel like to spend a little lifetime sitting in the gutter?  
Scream my symphony  
(screen my sin for me)?  
  
How does it feel like to be in christamine?  
And how does it feel like to spend a little lifetime sitting in the gutter?  
Scream my symphony  
(screen my sin for me)?

"
