artist,link,song,text
Alabama,/a/alabama/if+i+had+you_20194280.html,If I Had You,"If I Had You  
Alabama  
Album: For The Record  
  
If I had you we'd run like gypsies in the wind  
We'd be lovers and we'd be friends, if I had you  
If I had you we'd count the stars all one by one  
We'd make love till they were gone oh, if I had you  
  
'Cause you light a fire way down in my soul  
The flame keeps growin' stronger  
'Cause there ain't no control  
And there's nothing, no there's nothing  
No there's nothing that I wouldn't do, if I had you  
  
If I had you, we'd sail the seven seas as one  
We'd never say it can't be done, oh, if I had you  
  
'Cause you light a fire way down in my soul  
The flame keeps growin' stronger there ain't no control  
And there's nothing, oh, there's nothing  
I know there's nothing that I wouldn't do, if I had you  
If I had you...

"
Alan Parsons Project,/a/alan+parsons+project/all+our+yesterdays_20914103.html,All Our Yesterdays,"The stakes are high  
We have to seize the chance  
A case of do or die  
This is our last dance  
  
A moment's hesitation and we always pay the price  
Hiding in the wings is just like walking on thin ice  
  
All our yesterdays will soon be ending  
Hide the walking shadow on the stage  
All our yesterdays be soon forgotten  
There's an easy way to turn the page  
  
The vision is too real  
The prize is there to take  
We're on an even keel  
No demons in our way  
  
If you stack the cards you will one day find your heaven  
Both sides of the dice are always adding up to seven  
  
All our yesterdays will soon be ending  
Hide the walking shadow on the stage  
All our yesterdays be soon forgotten  
There's an easy way to turn the page  
  
Yesterday's tomorrow is tomorrow's yesterday  
Find More lyrics at  
Destiny's forgotten, there's another game to play  
No more future perfect we just need the present tense  
All our yesterdays are only hanging in suspense  
  
Hang the banners high  
On the outward walls  
The battles lost and won  
That's when the hammer falls  
  
Racing to the future we must never lose our way  
All we have to do is take tomorrow's chance today  
  
All our yesterdays have come of age  
Now we all can sing a different song  
All our yesterdays have all departed  
The writing on the wall will soon be gone  
  
All our yesterdays (all our yesterdays)  
Now we all can sing a different song  
All our yesterdays (all our yesterdays)  
The writing on the wall will soon be gone  
  
All our yesterdays have come of age  
The writing on the wall will soon be gone

"
Alan Parsons Project,/a/alan+parsons+project/dont+answer+me_20005290.html,Don't Answer Me,"If you believe in the power magic,  
I can change your mind  
And if you need to believe in someone,  
Turn and look behind  
When we were living in a dream world,  
Clouds got in the way  
We gave it up in a moment of madness  
And threw it all away  
  
Dont answer me, dont break the silence  
Dont let me win  
Dont answer me, stay on your island  
Dont let me in  
  
Run away and hide from everyone  
Can you change the things weve said and done?  
  
If you believe in the power of magic,  
Its all a fantasy  
So if you need to believe in someone,  
Just pretend its me  
It aint enough that we meet as strangers  
I cant set you free  
So will you turn your back forever on what you mean to me?  
  
Dont answer me, dont break the silence  
Dont let me win  
Dont answer me, stay on your island  
Dont let me in  
  
Run away and hide from everyone  
Can you change the things weve said and done?  

"
Alan Parsons Project,/a/alan+parsons+project/the+ring_20005329.html,The Ring,"Lead vocal: eric stewart  
  
Round your finger  
Token of the love we give one another  
Music of the future that we'll discover  
Promises to keep more than any other  
Symbolising all that we share  
  
The ring is magic  
The ring is power  
Like a candle in the dark for everyone to see  
The ring is madness  
The ring is fire  
And it burns with all the brightness of the sun  
  
In a circle  
Living in a world of perpetual motion  
Turning with the tide of a restless ocean  
Spinning on the wheel of your own emotion  
Ridin on a wild carrousel  
You'll be turning round and round  
Round and round we go  
  
Promises, promises, promises, promises  
  
Round your finger  
After all the years we've been together  
Walking in the sun and stormy weather  
Sharing in a moment to last forever  
Memories and dreams without end  
  
The ring is magic  
The ring is power  
And it finds you in the darkness of the night  
The ring is madness  
The ring is fire  
And it guides you when you're blinded by the light  
  
The ring is magic  
The ring is power  
Like a candle in the dark for all to see  
The ring is madness  
The ring is fire  
And it burns with all the brightness of the sun  
  
The ring is magic, magic, fire, fire  
The ring is mine

"
Alice Cooper,/a/alice+cooper/poison_20005797.html,Poison,"Your cruel device  
Your blood, like ice  
One look, could kill  
My pain, your thrill  
  
I want to love you but I better not touch (don't touch)  
I want to hold you, but my senses tell me to stop  
I want to kiss you but I want it too much (too much)  
I want to taste you but your lips are venomous poison  
You're poison, running through my veins  
You're poison  
I don't want to break these chains  
  
Your mouth, so hot  
Your web, I'm caught  
Your skin, so wet  
Black lace, on sweat  
  
I hear you calling and it's needles and pins (and pins)  
I want to hurt you just to hear you screaming my name  
Don't want to touch you but you're under my skin (deep in)  
I want to kiss you but your lips are venomous poison  
You're poison, running through my veins  
You're poison  
I don't want to break these chains  
Poison...  
  
(Guitar solo)  
  
One look, could kill  
My pain, your thrill  
  
I want to love you but I better not touch (don't touch)  
I want to hold you, but my senses tell me to stop  
I want to kiss you but I want it too much (too much)  
I want to taste you but your lips are venomous poison  
You're poison, running through my veins  
You're poison  
I don't want to break these chains  
Poison (Poi-son)  
  
I want to love you but I better not touch (don't touch)  
I want to hold you, but my senses tell me to stop  
I want to kiss you but I want it too much (too much)  
I want to taste you but your lips are venomous poison  
Yeah  
Well I don't want to break these chains  
Poison (Poi-son)  
Runnin' deep inside my veins  
Burnin' deep inside my brain  
Poison (Poi-son)  
And I don't want to break these chains  
Poison

"
Alice In Chains,/a/alice+in+chains/heaven+n+hell_20221783.html,Heaven N' Hell,"I want to make myself complete  
I want to hold it in my arms  
I want this blow to scar your eyes  
I want this pain to go away  
I want to shake this thinking here  
I wish there was a heaven  
  
Born to live, live to die  
Yeah, we're livin'  
Give to try, try to give  
Like this is heaven... And hell  
  
You want to write my name in blood  
You want to carve it in my arm  
You want to make yourself a dream  
You want this world under your thumb  
You want to make me shout and scream  
We know there ain't no heaven  
  
Born to live, live to die  
Yeah, we're livin'  
Give to try, try to give  
Like this is heaven  
Born to live, live to die  
Yeah, we're livin'  
Give to try, try to give  
Like this is heaven... And hell  
  
And we all know it well...  
  
Born to live, live to die  
Yeah, we're livin'  
Give to try, try to give  
Like this is heaven  
Born to live, live to die  
Yeah, we're livin'  
Give to try, try to give  
Like this is heaven... And hell

"
Alison Krauss,/a/alison+krauss/dreaming+my+dreams+with+you_20188492.html,Dreaming My Dreams With You,"I hope that I won't be that wrong anymore  
I hope that I've learned this time  
I hope that I find what I'm reaching for  
The way that it is in my mind  
  
Someday I'll get over you  
I'll live to see it all through  
But I'll always miss  
Dreaming my dreams with you  
  
I won't let it change me  
Not if I can  
I'd rather believe in love  
And give it away  
As much as I can  
To those that I'm fondest of  
  
Someday I'll get over you  
I'll live to see it all through  
But I'll always miss  
Dreaming my dreams with you  
  
Someday I'll get over you  
I'll live to see it all through  
But I'll always miss  
Dreaming my dreams with you

"
Allman Brothers Band,/a/allman+brothers+band/leavin_20006526.html,Leavin',"Mama stood cryin' at the back door  
Papa's lacin' on his leavin' shoes  
Little Joe's blowin' on the horn outdoors  
I've seen enough, I can't take no more  
And I'm leavin'  
  
Might go to Philadelphia, PA  
Might wind up in Boston, I just can't say  
Got my axe in one hand  
Got my Greyhound ticket in the other hand  
And I'm leavin'  
  
I tell you I'm leavin'  
Gonna play my blues  
Yes I'm leavin'  
Got nothing to lose  
Well, I'm dying to get the hell out of here  
Right away  
  
Mama stood cryin' at the back door  
Papa's lacin' on his leavin' shoes  
Little Joe's blowin' on the horn outdoors  
I've seen enough, I can't take no more  
And I'm leavin'  
  
I said I'm leavin'  
Gonna play my guitar  
I'm leavin'  
Don't care if I'm a big star  
I'm leavin' this old ghetto  
Right away, right away

"
Allman Brothers Band,/a/allman+brothers+band/two+rights_20006547.html,Two Rights,"You're coming back into my life  
After all this time apart  
After my heart has been broken in two  
Now you want to turn around and go back through  
All the hurt, all the pain  
I'm not sure it could ever be the same  
  
'Cause two rights can't make up for one wrong  
I've spend so many nights alone  
One kiss can't make it disappear  
Even though you're here tonight  
Baby two rights can't make up for hurting someone  
  
I guess you think it's all a game  
Someone gets hurt, someone gets blamed  
You don't seem to realize  
There's someone else  
In my eyes  
  
'Cause two rights can't make up for one wrong  
I've spend so many nights alone  
One kiss can't make it disappear  
Even though you're here tonight  
Baby two rights can't make up for hurting someone  
  
You're the one who wanted to play the field  
Now you can't find a love that's real  
It's your game, but it's no fun  
When you end up the lonely one  
  
'Cause two rights can't make up for one wrong  
I've spend so many nights alone  
One kiss can't make it disappear  
Even though you're here tonight  
Baby two rights can't make up for hurting someone

"
America,/a/america/a+horse+with+no+name_20007105.html,A Horse With No Name,"On the first part of the journey  
I was looking at all the life  
There were plants and birds and rocks and things  
There was sand and hills and rings  
The first thing I met was a fly with a buzz  
And the sky with no clouds  
The heat was hot and the ground was dry  
But the air was full of sound  
  
I've been through the desert on a horse with no name  
It felt good to be out of the rain  
In the desert you can remember your name  
Cause there ain't no one for to give you no pain  
La, la  
  
After two days in the desert sun  
My skin began to turn red  
After three days in the desert fun  
I was looking at a river bed  
And the story it told of a river that flowed  
Made me sad to think it was dead  
  
You see I've been through the desert on a horse with no name  
It felt good to be out of the rain  
In the desert you can remember your name  
Cause there ain't no one for to give you no pain  
La, la  
  
After nine days I let the horse run free  
Cause the desert had turned to sea  
There were plants and birds and rocks and things  
There was sand and hills and rings  
The ocean is a desert with it's life underground  
And a perfect disguise above  
Under the cities lies a heart made of ground  
But the humans will give no love  
  
You see I've been through the desert on a horse with no name  
It felt good to be out of the rain  
In the desert you can remember your name  
Cause there ain't no one for to give you no pain  
La, la

"
America,/a/america/lonely+people_20007185.html,Lonely People,"This is for all the lonely people  
Thinking that life has passed them by  
Don't give up  
Until you drink from the silver cup  
And ride that highway in the sky  
  
This is for all the single people  
Thinking that life has left them dry  
Don't give up  
Until you drink from the silver cup  
You never know until you try  
  
Well, I'm on my way  
Yes, I'm back to stay  
Well, I'm on my way back home  
  
This is for all the lonely people  
Thinking that life has passed them by  
Don't give up  
Until you drink from the silver cup  
She'll never take you down or  
Never give you up  
You'll never know until you try

"
America,/a/america/riverside_20007102.html,Riverside,"Living on the riverside taking it all in my stride  
Living on the riverside, I'm taking life like a big long ride  
You stay on your side and I'll stay on mine  
You take what you want and I'll take the sunshine  
  
Dit dit dit dit do  
Ah, ah  
  
I said the world don't owe me no living  
I said the world don't owe me no living  
I said the world don't owe me no living  
I said the world don't owe me no living

"
Ariana Grande,/a/ariana+grande/higher_20979966.html,Higher,"(Hahaha) lalala uhuh  
Been runnin' 'round in circles  
Tryin' to find the end (end)  
Bumped into this shy guy  
While chillin' with my friends (friends)  
  
He's eyein' me, his eyes on me  
Makes my body weak  
He's bringing out the freak in me  
It's only been a minute  
Since you came in, and changed my li-ife  
When I get around you, I feel this spark igni-ite  
  
I got that fire, you got me open  
You dig it deeper, we take it higher x2  
  
Crazy what we're doin'  
Livin' lettin' go  
Ridin' havin' good times  
And no one has to know  
  
He's eyein' me, his eyes on me  
Makes my body weak  
He's bringing out the freak in me  
It's only been a minute  
Since you came in, and changed my li-ife  
When I get around you, I feel this spark igni-ite  
  
I got that fire, (fire) you got me open (you got me)  
You dig it deeper, we take it higher x2  
  
We got that jam, make them dance  
Make them lose their mi-i-i-i-inds x4  
  
I got that fire, (fire) you got me open (you got me)  
You dig it deeper, we take it higher x4

"
Arlo Guthrie,/a/arlo+guthrie/someday_20253749.html,Someday,"Someday I'll be there with you  
When you're there, I'll be there too  
If you only knew  
I will be with you  
Someday we will meet again  
When we meet, I'll see you then  
If you only knew  
I'll be there with you  
It will make this farewell seem  
Little more than but a dream  
If you only knew  
Dreams are often true  
Someday I'll be there with you  
When you're there, I'll be there too  
If you only knew  
I'll be there with you  
Someday when we meet again  
When we meet our sorrows end  
If you only knew  

"
Avril Lavigne,/a/avril+lavigne/all+the+small+things+blink+182+cover_20517951.html,All The Small Things (Blink 182 Cover),"All the small things  
True care, truth brings  
I'll take one lift  
Your ride, best trip  
  
Always, I know  
You'll be at my show  
Watching, waiting  
Commiserating  
  
Say it ain't so, I will not go  
Turn the lights off, carry me home  
Na na na na na na na na na na  
Na na na na na na na na na na  
Na na na na na na na na na na  
Na na na na na na na na na na  
  
Late night, come home  
Work sucks, I know  
She left me roses by the stairs  
Surprises let me know she cares  
  
Say it ain't so, I will not go  
Turn the lights off, carry me home  
Na na na na na na na na na na  
Na na na na na na na na na na  
Na na na na na na na na na na  
Na na na na na na na na na na  
  
Say it ain't so, I will not go  
Turn the lights off, carry me home  
Keep your head still, I'll be your thrill  
The night will go on, my little windmill  
  
Say it ain't so, I will not go (na na na na na na na na na na)  
Turn the lights off, carry me home (na na na na na na na na na na)  
Keep your head still, I'll be your thrill (na na na na na na na na na na)  
The night will go on, the night will go on (na na na na na na na na na na)  
My little windmill

"
Avril Lavigne,/a/avril+lavigne/take+it_20318256.html,Take It,"Just take it take it.  
Just take it take it.  
  
I know what you do,  
Flash me.  
The way it's done,  
Impolitely.  
Just tying to find,  
Some alone time.  
No room to compromise.  
  
Just take it take it.  
Can't take it take it.  
  
She sent your picture to a magazine,  
And baby's aren't true photography.  
Is that what you always wanted to be,  
Well I'd be worried for you.  
  
Sometimes,  
Gotta try,  
Run and hide,  
Get away from this.  
I'll get by,  
In this life,  
This time.  
  
Take your best shot,  
And press me.  
Write a fictional story,  
For your fee.  
Try to get the world,  
To believe.  
Shocking hell I surprise.  
  
Just take it take it.  
Can't just take it take it.  
  
She sent your picture to a magazine,  
And baby's aren't true photography.  
Is that what you always wanted to be,  
Well I'd be sorry for you.  
  
Sometimes,  
Gotta try,  
Run and hide,  
Get away from this.  
I'll get by,  
In this life,  
This time.  
  
You see me,  
I see you.  
You're over there.  
You see me,  
I see you.  
  
She sent your picture to a magazine,  
And baby's aren't true photography.  
Is that what you always wanted to be,  
Well I'd be sorry for you.  
  
Sometimes,  
Gotta try to,  
Run and hide,  
Get away from shit.  
Sometimes,  
Gotta try,  
Run and hide,  
Get away from this.

"
Barbie,/b/barbie/the+cats+meow_20854835.html,The Cat's Meow,"What's Wrong Wofie, are ya sick  
Something in your Throat?  
Wait A Minute are you trying to meow?  
Ah Fella  
I can see it when you're feeling low  
You can't hide that from me  
You're no status quo calico  
So why keep trying to be?  
'Cause you're more than that  
You're my doggish cat  
I wish you could see the you I see  
I say  
If you bark  
Celebrate it  
Make your mark  
Serenade it  
Noah's ark  
Shoulda had a cat like you  
And if  
What you are  
Is a strange you  
Doesn't mean  
You should change you  
Only means  
You should change your point of view  
  
Hey, feline  
You fetch just fine  
To thine ownself be true  
Your bow wow's  
The cat's meow  
It's how I know you're you  
  
You don't need the bows  
Or tiara  
Bid your woes  
Sayonara  
Trust your nose  
'Cause it knows the way to go  
When you  
Chase your tail  
You're enchanting  
Spirits sail  
When you're panting  
When you wail  
You're a rover, Romeo  
  
There is not  
One hair of you  
That I would rearrange  
I love you the way you are  
And that will never change  
That will never change

"
Barbra Streisand,/b/barbra+streisand/i+like+him_20013188.html,I Like Him,"I like him, I like him,  
How strange the feeling, I like him.  
I never dreamed it could be.  
He's foolish, unworldly and yet appealing, I like him.  
I feel alive and free.  
How did the birds and the bees outsmart me?  
Who's little arrows are these that dart, dart, dart me?  
I like him, I like him,  
Up to the ceiling, I like him.  
He's for me, A to Zee.  
I like him, I like him and he likes me.  
  
[Instrumental]  
  
I never dreamed it could be.  
He's foolish, unworldly and yet appealing I like him.  
He's for me, A to Zee.  
I like him, I like him and he likes me.

"
Barbra Streisand,/b/barbra+streisand/ill+know_20012593.html,I'll Know,"I'll know when my love comes along  
I'll know then and there  
I'll know at the sight of his face  
How I care, how I care, how I care  
And I'll stop, and I'll stare, and I'll know  
Long before we can speak  
I'll know in my heart  
I will know and I won't ever ask  
Am I right, am I wise, am I smart?  
But I but I'll stop and I'll stare  
At that face in the throng  
Yes, I'll know when my love comes along  
That he'll stand before my eyes one day  
I won't need a second glance his way  
I'll know when my love comes along  
I'll know then and there  
I'll know at the sight of his face  
How I care, how I care, how I care  
And I'll stop, and I'll stare at that face in the throng  
Yes, I'll know when my love comes along  

"
Beach Boys,/b/beach+boys/island+fever_20013940.html,Island Fever,"Do you ever get the feelin' that you got to get away  
It's a sympton of the fever all across the U. S. A.  
My family doctor told me ""son the flu is what you have""  
But I know it's island fever and I got it real bad  
  
Hey doc I need a pain reliever  
(Oooo I got it bad) I got the island fever  
I got it bad I got the island fever  
(Oooo I got it bad) I got the island fever  
  
My baby caught it and I'm not quite sure how  
(Oooo I got it bad) I got the island fever  
She might have got it from her travel brochure now  
(Oooo I got it bad)  
  
(Bow bow bow ooo)  
Come on baby wouldn't it be nice (Bow bow bow ooo)  
If I could take you down to paradise (Bow bow bow ooo)  
Sweet little mama gotta get away (Bow bow bow ooo)  
Your daddy knows a little hideaway (Bow bow bow ooo)  
  
Hey girl I got some good advice  
Drive your dad mad and  
Make him take you down to paradise  
  
I've been pickin' up a love vibration  
(Oooo I got it bad) I got the island fever  
Comin' from a little island nation  
(Oooo I got it bad) I got the island fever  
For my own self-preservation  
(Oooo I got it bad) I got the island fever  
Better make a quick reservation  
(Oooo I got it bad)  
  
(Bow bow bow ooo)  
Come on baby wouldn't it be nice (Bow bow bow ooo)  
If I could take you down to paradise (Bow bow bow ooo)  
Sweet little mama gotta get away (Bow bow bow ooo)  
Your daddy knows a little hideaway (Bow bow bow ooo)  
  
Hey girl I got some good advice  
Drive your dad mad and  
Make him take you down to paradise  
  
(Bow bow bow ooo)  
Come on baby wouldn't it be nice (Bow bow bow ooo)  
If I could take you down to paradise (Bow bow bow ooo)  
Sweet little mama gotta get away (Bow bow bow ooo)  
Your daddy knows a little hideaway (Bow bow bow ooo)

"
Beautiful South,/b/beautiful+south/chicken+wings_10027071.html,Chicken Wings,"Well I always knew you'd take the crutches  
And not the skis  
1 always knew you'd take the stilts  
And then your knees  
When God gave you the sky  
I knew you'd take the trees  
Son you've grown those chicken wings  
You just can't fly  
  
They anchored our dream yacht to ocean bed  
Chained our ideal home to bicycle shed  
Clamped our racing car before we sat in driver's seat  
Tied our shooting stars and wrapped them round a tree  
  
We could've courted Einstein  
Could've courted Marx  
We could've gone for strolls  
Like other families do in parks  
Son you were born a dud  
In a family without sparks  
Yes you've got those chicken wings  
You just can't fly  
  
The checkered flag  
That losers despise  
Never flew in our port  
Or harbored in our eyes  
Cause we always formed that queue  
For second prize  
This family's got those chicken wings  
We just can't fly  
  
Our winning tickets ripped up into shreds  
The tale of this family, is its heads  
We're bouncing on a pogo stick  
Without any springs  
It hurts me to admit this  
But we've got those chicken wings  
  
Yes you've got those chicken wings  
And all the luggage that the failure brings  
Is a swallow flying high that sings  
Look he's got those chicken wings  
He may as well die

"
